id	centroid	lumen_area	lumen_peri	lumen_aoma_rad	lumen_diam_rad	lumen_diam_tang	cell_area	cw_peri	CWT_pith	CWT_left	CWT_right	CWT_bark	cluster
36	(2177, 375)	131.38232839760136	44.45448767246128	170.13999938964844	15.663068479028302	10.532713634455028	266.6459663490462	87.22466960352423	13.880282	15.904535	9.761467	15.725934	2
37	(2176, 484)	265.4815734828931	65.32346724413566	2.0527920722961426	24.514047060882245	17.45102812662673	362.90244328436415	85.46255506607929	9.805922	11.959514	0.0	6.9850016	2
38	(2169, 51)	573.9486502746026	94.93280785724455	97.43447875976562	22.350819816180767	35.58458948988638	1113.935841953075	145.37444933920705	16.897125	41.618443	22.179712	15.571962	13
39	(2156, 145)	767.0438005783152	113.19529406299675	101.98123931884766	23.67509153778344	42.52660988062107	1245.3181703506764	165.63876651982378	14.482235	22.901943	22.901978	13.027531	13
40	(2147, 332)	416.3674823885579	80.83589150516997	72.23540496826172	20.04570337744649	27.997655702555317	894.4477866832269	135.6828193832599	12.594359	51.54621	16.139906	19.887564	2
41	(2143, 231)	419.4725300316327	80.53356036215627	113.68841552734375	20.78489497053135	25.90028366014765	990.8983290962371	140.9691629955947	19.051748	23.30367	51.09016	21.489578	19
42	(2141, 421)	912.1077451532148	117.40513908705522	106.26612854003906	29.588189951716796	40.16582622430123	1219.3133963399252	159.4713656387665	8.068282	16.69253	11.403522	8.176012	2
43	(2122, 486)	201.14886762793768	56.922115838475165	170.64306640625	20.462222999191052	16.859010729883174	318.8495798482408	78.41409691629956	11.391344	15.398885	0.0	9.555464	2
44	(2106, 50)	612.9558112907296	97.05986824329729	100.09597778320312	23.761241523537517	35.499642737310594	1171.961419783035	148.01762114537445	16.775112	40.63542	21.987255	16.830181	18
45	(2094, 144)	741.1360593064101	112.05618097918675	102.3840103149414	22.274468143554007	42.048224409725705	1218.5371344291564	167.40088105726872	13.958575	23.442398	22.225609	14.257441	13
46	(2073, 484)	222.59310291292283	58.942286138492534	75.55963134765625	19.061841682759333	19.783220224198583	338.06206213976594	77.5330396475771	10.719725	10.0827675	0.0	11.742216	2
47	(2081, 329)	910.2641231151391	118.05407696358432	113.27059173583984	33.96232471158119	36.994794390387014	1512.9344640881834	173.56828193832598	11.949065	41.720673	14.294629	14.603268	2
48	(2070, 417)	936.2688971258904	118.9977490429311	100.43780517578125	31.438133379056946	41.19444720482168	1268.0238312406607	159.4713656387665	8.813755	14.140866	13.761723	8.04631	2
49	(2069, 230)	713.6757942129675	104.68705246627069	163.5099334716797	34.47732396257143	28.193824989747743	1353.8007723806013	161.23348017621146	17.287271	19.77314	40.834835	21.59097	13
50	(2038, 47)	770.245880960236	107.73944555400226	102.1326904296875	29.63861776862398	36.55687066213026	1304.8962720021736	155.0660792951542	17.123468	27.857729	20.681797	16.784468	17
51	(2030, 144)	870.3836674493974	119.98569655523426	103.19134521484375	25.31353589468003	44.32012898626452	1320.2274447398552	169.16299559471366	11.421474	21.66641	19.093971	13.49742	13
52	(2003, 416)	733.4704729375692	111.15678454285676	103.71198272705078	24.881053672258027	42.82547798819491	991.4805255293136	143.6123348017621	7.5021334	11.742438	8.845954	8.010739	2
53	(2004, 481)	534.4563255642454	97.55764033825912	0.17720095813274384	40.241017810015514	21.435863973468756	703.8754875895128	121.58590308370044	9.982838	7.634898	0.0	11.966937	2
54	(2000, 330)	1062.0233266704186	127.44337588154796	113.61056518554688	34.75073691881823	42.562703612791836	1582.7980360573658	176.21145374449338	8.940785	38.59877	12.350385	10.609411	2
55	(1983, 230)	772.2835684760038	108.45099803109527	176.07969665527344	39.16810693606576	29.923588209492138	1323.7206233383145	155.0660792951542	13.170355	17.647165	35.282684	17.732143	13
56	(1970, 43)	645.1706805876303	101.46515453439451	101.94483947753906	23.76169581499024	38.01581765749665	1072.0176987715656	146.2555066079295	12.922961	21.997267	18.784636	16.706223	13
57	(1961, 143)	1071.3384695996428	132.51593921678182	98.4336166381836	30.828216232813723	49.26205840631937	1495.0804401405035	174.44933920704847	9.563394	18.523752	16.380625	10.891268	13
58	(1933, 413)	996.4291952104641	123.919146754143	120.54425811767578	34.840385514278346	39.681621837681256	1278.503367036038	158.59030837004406	7.800919	11.02378	9.481331	7.7598944	2
59	(1921, 478)	540.4723553727027	93.51729984325459	175.53298950195312	36.954733173111684	24.088690263994835	693.9781482272119	116.29955947136564	9.44072	9.494801	0.0	10.951435	2
60	(1920, 327)	1039.996894952357	127.48765131450435	107.66207885742188	34.75162666282517	42.679197971795915	1494.498243707427	167.40088105726872	8.9559965	32.25737	11.402504	8.222141	2
61	(1902, 229)	779.6580566283064	108.2998324595884	179.27223205566406	39.77994609640358	30.03095407770004	1213.49143200916	150.66079295154185	10.56634	11.299921	30.300142	12.72122	13
62	(1901, 40)	934.813406043199	121.7478110401641	112.02007293701172	30.245036163029752	41.02012615425803	1254.2451823245162	162.11453744493392	9.666867	6.5449796	13.452544	13.549951	13
63	(1883, 141)	1392.807933396728	145.9013031442785	86.77436065673828	37.784294570196884	51.831629427965076	1752.217198082633	187.66519823788545	7.928051	12.786914	10.456544	9.624481	13
64	(1853, 414)	1087.5429369869394	132.2578835592396	113.81480407714844	35.500227421831056	43.104957696561364	1366.997224863669	164.75770925110132	7.961989	10.51155	9.373841	7.9809666	2
65	(1836, 480)	579.5765491276757	102.79970851763754	175.49710083007812	39.73646804310606	23.615586638537987	727.9396068233423	124.22907488986785	8.198652	9.5175085	0.0	8.815608	2
66	(1824, 224)	862.4269828640183	113.17695479035902	167.37530517578125	37.4425016723777	34.013485445489685	1243.1834500960624	152.4229074889868	7.7384257	10.535701	28.196205	9.3890915	13
67	(1832, 323)	1326.0494090706204	143.71162800011655	139.49810791015625	44.12610458655837	43.164579373444525	1843.4279725979545	187.66519823788545	11.487886	29.124193	9.507341	9.045421	2
68	(1817, 43)	1254.924411496439	141.086795519102	148.10572814941406	43.197246481471765	39.037934205386556	1579.692988414291	177.09251101321587	7.878524	9.524157	11.522957	10.267648	13
69	(1801, 133)	1244.5419084399077	139.8850678872432	84.72671508789062	38.72250697587297	45.22798618183543	1553.3000834481554	173.56828193832598	7.1640573	11.373505	10.840443	7.157648	13
70	(1763, 409)	1463.5448000155252	150.71581061190972	177.75521850585938	53.099763271366015	40.39407888974758	1802.2860913272139	185.02202643171805	10.172962	9.945292	9.847331	7.9921017	2
71	(1742, 324)	965.1846533020241	122.09441756361906	84.79113006591797	35.66416536644925	38.950864725376825	1350.6957247375265	161.23348017621146	7.5021305	28.123165	9.617656	9.632793	2
72	(1741, 478)	724.349395486037	114.61839891215253	178.8770751953125	48.27430775061736	23.532121608665303	896.9706378932252	137.44493392070484	8.23668	8.846287	0.0	9.012448	2
73	(1740, 225)	1161.6759494653497	133.44127197097578	0.5362105369567871	51.25115353943106	34.53631525333388	1608.608744590425	170.04405286343612	9.219979	9.361599	27.717272	8.631651	13
